datetime,department,hybrid_pred
2026-05-08 10:00:00,ER,38.04467568690328
2026-05-08 11:00:00,ER,38.02526270776057
2026-05-08 12:00:00,ER,38.04464345675887
2026-05-08 13:00:00,ER,38.02523848023427
2026-05-08 14:00:00,ER,38.044618856311324
2026-05-08 15:00:00,ER,38.02522951119473
2026-05-08 16:00:00,ER,38.044618670228566
2026-05-08 17:00:00,ER,38.025225119489654
2026-05-08 18:00:00,ER,38.044613906811314
2026-05-08 19:00:00,ER,38.0252253051191
2026-05-08 20:00:00,ER,38.04460761781732
2026-05-08 21:00:00,ER,38.02522091280968
2026-05-05 22:00:00,General Ward,26.43617128059371
2026-05-05 23:00:00,General Ward,27.3416583316097
2026-05-06 00:00:00,General Ward,27.864065012048286
2026-05-06 01:00:00,General Ward,28.111837415020545
2026-05-06 02:00:00,General Ward,28.228866702639202
2026-05-06 03:00:00,General Ward,28.22810719652162
2026-05-06 04:00:00,General Ward,28.06041033674144
2026-05-06 05:00:00,General Ward,27.739387353847324
2026-05-06 06:00:00,General Ward,27.058248831835442
2026-05-06 07:00:00,General Ward,26.28696206668519
2026-05-06 08:00:00,General Ward,25.52306578167117
2026-05-06 09:00:00,General Ward,24.770053136793056
2026-05-06 10:00:00,General Ward,23.93202946017439
2026-05-06 11:00:00,General Ward,23.179192485557664
2026-05-06 12:00:00,General Ward,22.4650058951771
2026-05-06 13:00:00,General Ward,21.864003983828656
2026-05-06 14:00:00,General Ward,21.273680419931228
2026-05-06 15:00:00,General Ward,20.77706636695762
2026-05-06 16:00:00,General Ward,20.42306310523753
2026-05-06 17:00:00,General Ward,20.119678920833252
2026-05-06 18:00:00,General Ward,19.87756664030496
2026-05-06 19:00:00,General Ward,19.65098547480128
2026-05-06 20:00:00,General Ward,19.476174179430373
2026-05-06 21:00:00,General Ward,19.31178879375431
2026-05-06 22:00:00,General Ward,19.269177165484823
2026-05-06 23:00:00,General Ward,19.212963816657222
2026-05-07 00:00:00,General Ward,19.183396734942907
2026-05-07 01:00:00,General Ward,19.140976760551045
2026-05-07 02:00:00,General Ward,19.123871339953027
2026-05-07 03:00:00,General Ward,19.09238295380495
2026-05-07 04:00:00,General Ward,19.08464852690188
2026-05-07 05:00:00,General Ward,19.061055229670927
2026-05-07 06:00:00,General Ward,19.059861291394903
2026-05-07 07:00:00,General Ward,19.04158663624469
2026-05-07 08:00:00,General Ward,19.044655812631294
2026-05-07 09:00:00,General Ward,19.029784058291902
2026-05-07 10:00:00,General Ward,19.03554545731024
2026-05-07 11:00:00,General Ward,19.022778080529385
2026-05-07 12:00:00,General Ward,19.03016358724812
2026-05-07 13:00:00,General Ward,19.018652199050912
2026-05-07 14:00:00,General Ward,19.027004922903895
2026-05-07 15:00:00,General Ward,19.016229198280342
2026-05-07 16:00:00,General Ward,19.025124945234573
2026-05-07 17:00:00,General Ward,19.014788100434494
2026-05-07 18:00:00,General Ward,19.02401477362488
2026-05-07 19:00:00,General Ward,19.013927599361054
2026-05-07 20:00:00,General Ward,19.02334710704941
2026-05-07 21:00:00,General Ward,19.013403554435047
2026-05-07 22:00:00,General Ward,19.022933499463214
2026-05-07 23:00:00,General Ward,19.013080925373302
2026-05-08 00:00:00,General Ward,19.02267705755571
2026-05-08 01:00:00,General Ward,19.01288494410943
2026-05-08 02:00:00,General Ward,19.02252895320188
2026-05-08 03:00:00,General Ward,19.01276983427628
2026-05-08 04:00:00,General Ward,19.02243806945834
2026-05-08 05:00:00,General Ward,19.012702789477387
2026-05-08 06:00:00,General Ward,19.022385332838724
2026-05-08 07:00:00,General Ward,19.012665499165905
2026-05-08 08:00:00,General Ward,19.022357010432856
2026-05-08 09:00:00,General Ward,19.012641178673896
2026-05-08 10:00:00,General Ward,19.022337843451645
2026-05-08 11:00:00,General Ward,19.012631353880288
2026-05-08 12:00:00,General Ward,19.02232172837944
2026-05-08 13:00:00,General Ward,19.01261924011714
2026-05-08 14:00:00,General Ward,19.022309428155666
2026-05-08 15:00:00,General Ward,19.01261475559737
2026-05-08 16:00:00,General Ward,19.022309335114286
2026-05-08 17:00:00,General Ward,19.01261255974483
2026-05-08 18:00:00,General Ward,19.02230695340566
2026-05-08 19:00:00,General Ward,19.012612652559554
2026-05-08 20:00:00,General Ward,19.022303808908664
2026-05-08 21:00:00,General Ward,19.012610456404843
2026-05-05 22:00:00,ICU,26.43617128059371
2026-05-05 23:00:00,ICU,27.3416583316097
2026-05-06 00:00:00,ICU,27.864065012048286
2026-05-06 01:00:00,ICU,28.111837415020545
2026-05-06 02:00:00,ICU,28.228866702639202
2026-05-06 03:00:00,ICU,28.22810719652162
2026-05-06 04:00:00,ICU,28.06041033674144
2026-05-06 05:00:00,ICU,27.739387353847324
2026-05-06 06:00:00,ICU,27.058248831835442
2026-05-06 07:00:00,ICU,26.28696206668519
2026-05-06 08:00:00,ICU,25.52306578167117
2026-05-06 09:00:00,ICU,24.770053136793056
2026-05-06 10:00:00,ICU,23.93202946017439
2026-05-06 11:00:00,ICU,23.179192485557664
2026-05-06 12:00:00,ICU,22.4650058951771
2026-05-06 13:00:00,ICU,21.864003983828656
2026-05-06 14:00:00,ICU,21.273680419931228
2026-05-06 15:00:00,ICU,20.77706636695762
2026-05-06 16:00:00,ICU,20.42306310523753
2026-05-06 17:00:00,ICU,20.119678920833252
2026-05-06 18:00:00,ICU,19.87756664030496
2026-05-06 19:00:00,ICU,19.65098547480128
2026-05-06 20:00:00,ICU,19.476174179430373
2026-05-06 21:00:00,ICU,19.31178879375431
2026-05-06 22:00:00,ICU,19.269177165484823
2026-05-06 23:00:00,ICU,19.212963816657222
2026-05-07 00:00:00,ICU,19.183396734942907
2026-05-07 01:00:00,ICU,19.140976760551045
2026-05-07 02:00:00,ICU,19.123871339953027
2026-05-07 03:00:00,ICU,19.09238295380495
2026-05-07 04:00:00,ICU,19.08464852690188
2026-05-07 05:00:00,ICU,19.061055229670927
2026-05-07 06:00:00,ICU,19.059861291394903
2026-05-07 07:00:00,ICU,19.04158663624469
2026-05-07 08:00:00,ICU,19.044655812631294
2026-05-07 09:00:00,ICU,19.029784058291902
2026-05-07 10:00:00,ICU,19.03554545731024
2026-05-07 11:00:00,ICU,19.022778080529385
2026-05-07 12:00:00,ICU,19.03016358724812
2026-05-07 13:00:00,ICU,19.018652199050912
2026-05-07 14:00:00,ICU,19.027004922903895
2026-05-07 15:00:00,ICU,19.016229198280342
2026-05-07 16:00:00,ICU,19.025124945234573
2026-05-07 17:00:00,ICU,19.014788100434494
2026-05-07 18:00:00,ICU,19.02401477362488
2026-05-07 19:00:00,ICU,19.013927599361054
2026-05-07 20:00:00,ICU,19.02334710704941
2026-05-07 21:00:00,ICU,19.013403554435047
2026-05-07 22:00:00,ICU,19.022933499463214
2026-05-07 23:00:00,ICU,19.013080925373302
2026-05-08 00:00:00,ICU,19.02267705755571
2026-05-08 01:00:00,ICU,19.01288494410943
2026-05-08 02:00:00,ICU,19.02252895320188
2026-05-08 03:00:00,ICU,19.01276983427628
2026-05-08 04:00:00,ICU,19.02243806945834
2026-05-08 05:00:00,ICU,19.012702789477387
2026-05-08 06:00:00,ICU,19.022385332838724
2026-05-08 07:00:00,ICU,19.012665499165905
2026-05-08 08:00:00,ICU,19.022357010432856
2026-05-08 09:00:00,ICU,19.012641178673896
2026-05-08 10:00:00,ICU,19.022337843451645
2026-05-08 11:00:00,ICU,19.012631353880288
2026-05-08 12:00:00,ICU,19.02232172837944
2026-05-08 13:00:00,ICU,19.01261924011714
2026-05-08 14:00:00,ICU,19.022309428155666
2026-05-08 15:00:00,ICU,19.01261475559737
2026-05-08 16:00:00,ICU,19.022309335114286
2026-05-08 17:00:00,ICU,19.01261255974483
2026-05-08 18:00:00,ICU,19.02230695340566
2026-05-08 19:00:00,ICU,19.012612652559554
2026-05-08 20:00:00,ICU,19.022303808908664
2026-05-08 21:00:00,ICU,19.012610456404843
